total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,stringency_index,vaccine_me,aged_65_older,aged_70_older,cardiovasc_death_rate
3150771,26670,22960.857,5095,33,37.429,122178.707,1034.193,890.362,197.571,1.28,1.451,157,6.088,53744582,22026289,20459281,11259012,123136,114725,45.83,37.9,15.504,10.129,107.791
3170574,19803,22473.143,5131,36,36.143,122946.616,767.909,871.45,198.967,1.396,1.402,150,5.817,53866202,22036909,20468250,11361043,121620,109948,45.83,37.9,15.504,10.129,107.791
3188117,17543,22497,5157,26,35,123626.887,680.272,872.375,199.975,1.008,1.357,137,5.313,53932803,22044111,20473343,11415349,66601,107033,45.83,37.9,15.504,10.129,107.791
3209599,21482,22963.143,5171,14,34.571,124459.904,833.016,890.451,200.518,0.543,1.341,136,5.274,53963467,22047151,20475638,11440678,30664,105525,45.83,37.9,15.504,10.129,107.791
3235017,25418,22999.571,5210,39,34.857,125445.547,985.644,891.864,202.03,1.512,1.352,131,5.08,54065507,22055898,20483240,11526369,102040,100016,45.83,37.9,15.504,10.129,107.791
3256772,21755,22503.286,5269,59,34.857,126289.15,843.602,872.619,204.318,2.288,1.352,121,4.692,54155508,22063566,20490408,11601534,90001,94007,45.83,37.9,15.504,10.129,107.791
3296784,40012,24669,5316,47,36.286,127840.711,1551.561,956.6,206.141,1.823,1.407,118,4.576,54241892,22070693,20497591,11673608,86384,88635,45.83,37.9,15.504,10.129,107.791
3321943,25159,24453.143,5354,38,37,128816.312,975.601,948.229,207.614,1.474,1.435,110,4.266,54327853,22078148,20505135,11744570,85961,83324,48.61,37.9,15.504,10.129,107.791
3344659,22716,24869.286,5402,48,38.714,129697.179,880.867,964.366,209.476,1.861,1.501,112,4.343,54418534,22085942,20513850,11818742,90681,78905,48.61,37.9,15.504,10.129,107.791
3362035,17376,24845.429,5416,14,37,130370.975,673.796,963.441,210.018,0.543,1.435,113,4.382,54469705,22091094,20520964,11857647,51171,76700,48.61,37.9,15.504,10.129,107.791
3384217,22182,24945.429,5425,9,36.286,131231.136,860.16,967.319,210.367,0.349,1.407,117,4.537,54492395,22093332,20524493,11874570,22690,75561,48.61,37.9,15.504,10.129,107.791
3429179,44962,27737.429,5464,39,36.286,132974.645,1743.509,1075.585,211.88,1.512,1.407,112,4.343,54570032,22098997,20543714,11927321,77637,72075,48.61,37.9,15.504,10.129,107.791
3459870,30691,29014,5495,31,32.286,134164.762,1190.117,1125.087,213.082,1.202,1.252,112,4.343,54659334,22105692,20568346,11985296,89302,71975,48.61,37.9,15.504,10.129,107.791
3496205,36335,28488.714,5520,25,29.143,135573.739,1408.977,1104.718,214.051,0.969,1.13,108,4.188,54749553,22111780,20596172,12041601,90219,72523,48.61,37.9,15.504,10.129,107.791
3527894,31689,29421.571,5550,30,28,136802.556,1228.817,1140.892,215.215,1.163,1.086,101,3.917,54842227,22117596,20626131,12098500,92674,73482,48.61,37.9,15.504,10.129,107.791
3562971,35077,31187.429,5571,21,24.143,138162.751,1360.195,1209.367,216.029,0.814,0.936,97,3.761,54948620,22124182,20661863,12162575,106393,75727,48.61,37.9,15.504,10.129,107.791
3596466,33495,33490.143,5587,16,24.429,139461.6,1298.849,1298.661,216.649,0.62,0.947,108,4.188,55020466,22128293,20696352,12195821,71846,78680,48.61,37.9,15.504,10.129,107.791
3622906,26440,34098.429,5590,3,23.571,140486.874,1025.274,1322.248,216.766,0.116,0.914,112,4.343,55054842,22130630,20714246,12209966,34376,80350,48.61,37.9,15.504,10.129,107.791
3651709,28803,31790,5615,25,21.571,141603.78,1116.905,1232.734,217.735,0.969,0.836,105,4.072,55128376,22135420,20743572,12249384,73534,79763,48.61,37.9,15.504,10.129,107.791
3706018,54309,35164,5638,23,20.429,143709.742,2105.962,1363.568,218.627,0.892,0.792,105,4.072,55224388,22141043,20780753,12302592,96012,80722,48.61,37.9,15.504,10.129,107.791
3763166,57148,38137.286,5662,24,20.286,145925.792,2216.051,1478.865,219.558,0.931,0.787,96,3.723,55316946,22146677,20817597,12352672,92558,81056,48.61,37.9,15.504,10.129,107.791
3812332,49166,40634,5691,29,20.143,147832.322,1906.53,1575.681,220.682,1.125,0.781,92,3.568,55408135,22152482,20852962,12402691,91189,80844,48.61,37.9,15.504,10.129,107.791
3859284,46952,42330.429,5722,31,21.571,149652.998,1820.676,1641.464,221.884,1.202,0.836,85,3.296,55507339,22158259,20893155,12455925,99204,79817,48.61,37.9,15.504,10.129,107.791
3900138,40854,43381.714,5725,3,19.714,151237.21,1584.212,1682.23,222.001,0.116,0.764,87,3.374,55577748,22162034,20931268,12484446,70409,79612,48.61,37.9,15.504,10.129,107.791
3943368,43230,45780.286,5736,11,20.857,152913.557,1676.347,1775.24,222.427,0.427,0.809,87,3.374,55613993,22163996,20952845,12497152,36245,79879,48.61,37.9,15.504,10.129,107.791
3996431,53063,49246,5763,27,21.143,154971.203,2057.645,1909.632,223.474,1.047,0.82,95,3.684,55700491,22169145,20988310,12543036,86498,81731,48.61,37.9,15.504,10.129,107.791
4053987,57556,49709.857,5786,23,21.143,157203.075,2231.872,1927.619,224.366,0.892,0.82,95,3.684,55783094,22174087,21020180,12588827,82603,79815,48.61,37.9,15.504,10.129,107.791
4113691,59704,50075,5817,31,22.143,159518.24,2315.166,1941.778,225.568,1.202,0.859,102,3.955,55854308,22178419,21043844,12632045,71214,76766,48.61,37.9,15.504,10.129,107.791
4180473,66782,52591.571,5850,33,22.714,162107.873,2589.632,2039.364,226.848,1.28,0.881,96,3.723,55932910,22183299,21072503,12677108,78602,74968,48.61,37.9,15.504,10.129,107.791
4228461,47988,52739.571,5875,25,21.857,163968.723,1860.85,2045.103,227.817,0.969,0.848,100,3.878,56017618,22188155,21104880,12724583,84708,72897,48.61,37.9,15.504,10.129,107.791
4275210,46749,53581.714,5893,18,24,165781.527,1812.805,2077.76,228.515,0.698,0.931,102,3.955,56077605,22191506,21136762,12749337,59987,71408,48.61,37.9,15.504,10.129,107.791
4326181,50971,54687.571,5897,4,23,167758.05,1976.523,2120.642,228.67,0.155,0.892,113,4.382,56107787,22193476,21153372,12760939,30182,70542,48.61,37.9,15.504,10.129,107.791
4381919,55738,55069.714,5926,29,23.286,169919.425,2161.375,2135.46,229.795,1.125,0.903,119,4.615,56179315,22198092,21179377,12801846,71528,68403,48.61,37.9,15.504,10.129,107.791
4447442,65523,56207.857,5959,33,24.714,172460.236,2540.812,2179.595,231.075,1.28,0.958,102,3.955,56242913,22202366,21200432,12840115,63598,65688,48.61,37.9,15.504,10.129,107.791
4507681,60239,56284.286,5993,34,25.143,174796.148,2335.912,2182.558,232.393,1.318,0.975,89,3.451,56303174,22206384,21219755,12877035,60261,64124,48.61,37.9,15.504,10.129,107.791
4573066,65385,56084.714,6008,15,22.571,177331.608,2535.46,2174.819,232.975,0.582,0.875,88,3.412,56362692,22210293,21240452,12911947,59518,61397,48.61,37.9,15.504,10.129,107.791
4628163,55097,57100.286,6365,357,70,179468.127,2136.518,2214.201,246.818,13.844,2.714,95,3.684,56421957,22214445,21260487,12947025,59265,57763,48.61,37.9,15.504,10.129,107.791
4676260,48097,57292.857,6383,18,70,181333.203,1865.077,2221.668,247.516,0.698,2.714,103,3.994,56461823,22217203,21280501,12964119,39866,54888,48.61,37.9,15.504,10.129,107.791
4716870,40610,55812.714,6392,9,70.714,182907.954,1574.75,2164.272,247.865,0.349,2.742,107,4.149,56481559,22218298,21291087,12972174,19736,53396,48.61,37.9,15.504,10.129,107.791
4772414,55544,55785,6425,33,71.286,185061.806,2153.852,2163.197,249.145,1.28,2.764,114,4.421,56532490,22222194,21307694,13002602,50931,50454,48.61,37.9,15.504,10.129,107.791
4848211,75797,57252.714,6462,37,71.857,188001.016,2939.211,2220.111,250.58,1.435,2.786,107,4.149,56579444,22225434,21322046,13031964,46954,48076,48.61,37.9,15.504,10.129,107.791
4910819,62608,57591.143,6495,33,71.714,190428.792,2427.775,2233.235,251.859,1.28,2.781,102,3.955,56624383,22228650,21335439,13060294,44939,45887,48.61,37.9,15.504,10.129,107.791
4971300,60481,56890.571,6526,31,74,192774.087,2345.296,2206.068,253.061,1.202,2.87,95,3.684,56668400,22231734,21348489,13088177,44017,43673,48.61,37.9,15.504,10.129,107.791
5020617,49317,56064.857,6550,24,26.429,194686.473,1912.385,2174.049,253.992,0.931,1.025,103,3.994,56715194,22235150,21363417,13116627,46794,41891,48.61,37.9,15.504,10.129,107.791
5059642,39025,54768.857,6562,12,25.571,196199.761,1513.288,2123.794,254.457,0.465,0.992,113,4.382,56738523,22236881,21372943,13128699,23329,39529,48.61,37.9,15.504,10.129,107.791
5108366,48724,55928,6569,7,25.286,198089.151,1889.39,2168.742,254.729,0.271,0.981,121,4.692,56751553,22237860,21378262,13135431,13030,38571,48.61,37.9,15.504,10.129,107.791
5154633,46267,54602.714,6609,40,26.286,199883.265,1794.114,2117.351,256.28,1.551,1.019,130,5.041,56805008,22241967,21396664,13166377,53455,38931,48.61,37.9,15.504,10.129,107.791
5207650,53017,51348.429,6648,39,26.571,201939.126,2055.861,1991.159,257.792,1.512,1.03,126,4.886,56848280,22245495,21410025,13192760,43272,38405,48.61,37.9,15.504,10.129,107.791
5262359,54709,50220,6693,45,28.286,204060.599,2121.473,1947.401,259.537,1.745,1.097,126,4.886,56887009,22248779,21422263,13215967,38729,37518,48.61,37.9,15.504,10.129,107.791
5308858,46499,48222.571,6727,34,28.714,205863.709,1803.11,1869.946,260.856,1.318,1.113,128,4.964,56926704,22252068,21434290,13240346,39695,36901,45.83,37.9,15.504,10.129,107.791
5345438,36580,46403,6755,28,29.286,207282.186,1418.477,1799.388,261.941,1.086,1.136,134,5.196,56930398,22252405,21435569,13242424,3694,30743,45.83,37.9,15.504,10.129,107.791
5384615,39177,46424.714,6779,24,31,208801.368,1519.182,1800.23,262.872,0.931,1.202,130,5.041,56939761,22253178,21438984,13247599,9363,28748,45.83,37.9,15.504,10.129,107.791
5416980,32365,44087.714,6787,8,31.143,210056.399,1255.031,1709.607,263.182,0.31,1.208,140,5.429,56942327,22253441,21439688,13249198,2566,27253,45.83,37.9,15.504,10.129,107.791
5459012,42032,43482.714,6804,17,27.857,211686.291,1629.892,1686.147,263.841,0.659,1.08,144,5.584,56947015,22253815,21441137,13252063,4688,20287,45.83,37.9,15.504,10.129,107.791
5509592,50580,43134.571,6845,41,28.143,213647.652,1961.361,1672.647,265.431,1.59,1.091,161,6.243,56982786,22257359,21452092,13273335,35771,19215,45.83,37.9,15.504,10.129,107.791
5563493,53901,43019.143,6891,46,28.286,215737.792,2090.141,1668.171,267.215,1.784,1.097,147,5.7,57016295,22260331,21462052,13293912,33509,18469,45.83,37.9,15.504,10.129,107.791
5613341,49848,43497.571,6939,48,30.286,217670.768,1932.976,1686.723,269.076,1.861,1.174,134,5.196,57049425,22263326,21471656,13314443,33130,17532,45.83,37.9,15.504,10.129,107.791
5650550,37209,43587.429,6978,39,31.857,219113.636,1442.868,1690.207,270.589,1.512,1.235,133,5.157,57083407,22266261,21482424,13334722,33982,21858,45.83,37.9,15.504,10.129,107.791
5685602,35052,42998.143,6983,5,29.143,220472.862,1359.225,1667.356,270.783,0.194,1.13,135,5.235,57102257,22267716,21490232,13344309,18850,23214,45.83,37.9,15.504,10.129,107.791
5719311,33709,43190.143,7006,23,31.286,221780.009,1307.147,1674.801,271.674,0.892,1.213,132,5.119,57111207,22268651,21493460,13349096,8950,24126,45.83,37.9,15.504,10.129,107.791
5756791,37480,42539.857,7052,46,35.429,223233.386,1453.377,1649.585,273.458,1.784,1.374,141,5.468,57114250,22268920,21494357,13350973,3043,23891,45.83,37.9,15.504,10.129,107.791
5796700,39909,41015.429,7112,60,38.143,224780.953,1547.567,1590.472,275.785,2.327,1.479,142,5.506,57142090,22271421,21502153,13368516,27840,22758,45.83,37.9,15.504,10.129,107.791
5847576,50876,40583.286,7164,52,39,226753.792,1972.839,1573.714,277.801,2.016,1.512,149,5.778,57166332,22273424,21508496,13384412,24242,21434,45.83,37.9,15.504,10.129,107.791
5889356,41780,39430.714,7187,23,35.429,228373.912,1620.12,1529.021,278.693,0.892,1.374,137,5.313,57190222,22275433,21514550,13400239,23890,20114,45.83,37.9,15.504,10.129,107.791
5927528,38172,39568.286,7236,49,36.857,229854.123,1480.211,1534.355,280.593,1.9,1.429,139,5.39,57215380,22277581,21521419,13416380,25158,18853,43.06,37.9,15.504,10.129,107.791
5953142,25614,38220,7250,14,38.143,230847.367,993.244,1482.072,281.136,0.543,1.479,149,5.778,57229797,22278774,21527099,13423924,14417,18220,43.06,37.9,15.504,10.129,107.791
6030240,37881,39064.143,7310,66,37.714,233837.027,1468.927,1514.806,283.463,2.559,1.462,143,5.545,57252655,22280763,21533340,13438552,17629,19772,43.06,37.9,15.504,10.129,107.791
6072564,42324,39409.143,7355,45,35.571,235478.242,1641.215,1528.184,285.208,1.745,1.379,142,5.506,57272196,22282525,21537560,13452111,19541,18587,43.06,37.9,15.504,10.129,107.791
1203326,2270,1945.143,25447,5,7.857,103446.651,195.146,167.219,2187.609,0.43,0.675,217,18.655,16467154,8538153,8301782,181,11434,15954,43.06,41.8,18.571,12.849,114.898
1205516,2190,1929.714,25454,7,8.143,103634.92,188.268,165.892,2188.211,0.602,0.7,228,19.601,16485702,8546029,8313291,366,18548,15020,43.06,41.8,18.571,12.849,114.898
1205516,0,1929.714,25454,0,8.143,103634.92,0,165.892,2188.211,0,0.7,219,18.827,16508456,8555043,8328006,448,22754,13927,43.06,41.8,18.571,12.849,114.898
1205516,0,1929.714,25454,0,8.143,103634.92,0,165.892,2188.211,0,0.7,218,18.741,16509908,8555709,8328843,457,1452,13927,43.06,41.8,18.571,12.849,114.898
1210381,4865,1960.714,25473,19,7.429,104053.15,418.231,168.557,2189.844,1.633,0.639,224,19.257,16518630,8558699,8334998,860,8722,14244,43.06,41.8,18.571,12.849,114.898
1212106,1725,1943.286,25477,4,7,104201.444,148.294,167.059,2190.188,0.344,0.602,219,18.827,16523793,8560808,8338371,1202,5163,13547,43.06,41.8,18.571,12.849,114.898
1215114,3008,2008.286,25486,9,6.286,104460.034,258.59,172.647,2190.962,0.774,0.54,215,18.483,16541582,8567541,8349506,2270,17789,12266,43.06,41.8,18.571,12.849,114.898
1217473,2359,2021,25494,8,6.714,104662.83,202.797,173.74,2191.65,0.688,0.577,220,18.913,16556004,8572463,8358774,4264,14422,12693,43.06,41.8,18.571,12.849,114.898
1219814,2341,2042.571,25497,3,6.143,104864.08,201.249,175.594,2191.907,0.258,0.528,213,18.311,16578229,8579854,8369242,9750,22225,13218,43.06,41.8,18.571,12.849,114.898
1219814,0,2042.571,25497,0,6.143,104864.08,0,175.594,2191.907,0,0.528,213,18.311,16606113,8587697,8383456,16718,27884,13951,43.06,41.8,18.571,12.849,114.898
1219814,0,2042.571,25497,0,6.143,104864.08,0,175.594,2191.907,0,0.528,215,18.483,16606607,8588040,8383695,16762,494,13814,43.06,41.8,18.571,12.849,114.898
1224885,5071,2072,25517,20,6.286,105300.02,435.94,178.124,2193.627,1.719,0.54,222,19.085,16615367,8591111,8387333,19354,8760,13820,43.06,41.8,18.571,12.849,114.898
1226682,1797,2082.286,25524,7,6.714,105454.503,154.483,179.008,2194.229,0.602,0.577,214,18.397,16631616,8596019,8394116,25068,16249,15403,43.06,41.8,18.571,12.849,114.898
1229236,2554,2017.429,25533,9,6.714,105674.063,219.56,173.433,2195.002,0.774,0.577,217,18.655,16662305,8603127,8405579,38403,30689,17246,43.06,41.8,18.571,12.849,114.898
1231523,2287,2007.143,25543,10,7,105870.67,196.607,172.549,2195.862,0.86,0.602,216,18.569,16682610,8607888,8413047,47836,20305,18087,43.06,41.8,18.571,12.849,114.898
1233723,2200,1987,25554,11,8.143,106059.798,189.128,170.817,2196.808,0.946,0.7,209,17.967,16709171,8615023,8421847,59529,26561,18706,43.06,41.8,18.571,12.849,114.898
1233723,0,1987,25554,0,8.143,106059.798,0,170.817,2196.808,0,0.7,196,16.85,16749613,8623661,8439893,74717,40442,20500,43.06,41.8,18.571,12.849,114.898
1233723,0,1987,25554,0,8.143,106059.798,0,170.817,2196.808,0,0.7,202,17.365,16750902,8624318,8440784,74792,1289,20614,43.06,41.8,18.571,12.849,114.898
1238358,4635,1924.714,25568,14,7.286,106458.257,398.458,165.462,2198.011,1.204,0.626,206,17.709,16765579,8627077,8444964,83156,14677,21459,43.06,41.8,18.571,12.849,114.898
1240232,1874,1935.714,25581,13,8.143,106619.359,161.103,166.408,2199.129,1.118,0.7,207,17.795,16788877,8631542,8450481,97575,23298,22466,43.06,41.8,18.571,12.849,114.898
1242821,2589,1940.714,25595,14,8.857,106841.929,222.569,166.838,2200.332,1.204,0.761,217,18.655,16833068,8638968,8464972,120981,44191,24395,43.06,41.8,18.571,12.849,114.898
1244954,2133,1918.714,25602,7,8.429,107025.297,183.368,164.947,2200.934,0.602,0.725,213,18.311,16862456,8643679,8472196,139285,29388,25692,43.06,41.8,18.571,12.849,114.898
1247197,2243,1924.857,25612,10,8.286,107218.121,192.825,165.475,2201.794,0.86,0.712,204,17.537,16891923,8650854,8480185,154444,29467,26107,43.98,41.8,18.571,12.849,114.898
1247197,0,1924.857,25612,0,8.286,107218.121,0,165.475,2201.794,0,0.712,203,17.451,16921367,8657368,8490446,167730,29444,24536,43.98,41.8,18.571,12.849,114.898
1247197,0,1924.857,25612,0,8.286,107218.121,0,165.475,2201.794,0,0.712,197,16.936,16922524,8657666,8490889,168168,1157,24517,43.98,41.8,18.571,12.849,114.898
1251857,4660,1928.429,25632,20,9.143,107618.729,400.607,165.782,2203.513,1.719,0.786,211,18.139,16936744,8660198,8493898,177281,14220,24452,43.98,41.8,18.571,12.849,114.898
1253587,1730,1907.857,25640,8,8.429,107767.452,148.723,164.013,2204.201,0.688,0.725,210,18.053,16956453,8664027,8496530,191004,19709,23939,43.98,41.8,18.571,12.849,114.898
1256191,2604,1910,25649,9,7.714,107991.311,223.859,164.197,2204.975,0.774,0.663,209,17.967,16998260,8669096,8502930,221877,41807,23599,43.98,41.8,18.571,12.849,114.898
1258688,2497,1962,25665,16,9,108205.971,214.66,168.668,2206.35,1.375,0.774,195,16.764,17044670,8673297,8507339,260413,46410,26031,43.98,41.8,18.571,12.849,114.898
1261102,2414,1986.429,25675,10,9,108413.496,207.525,170.768,2207.21,0.86,0.774,204,17.537,17084586,8677905,8514759,289079,39916,27523,43.98,41.8,18.571,12.849,114.898
1261102,0,1986.429,25675,0,9,108413.496,0,170.768,2207.21,0,0.774,196,16.85,17112948,8682968,8524248,304030,28362,27369,43.98,41.8,18.571,12.849,114.898
1261102,0,1986.429,25675,0,9,108413.496,0,170.768,2207.21,0,0.774,193,16.592,17114143,8683202,8524436,304822,1195,27374,43.98,41.8,18.571,12.849,114.898
1266562,5460,2100.714,25695,20,9,108882.878,469.381,180.593,2208.929,1.719,0.774,197,16.936,17134372,8685806,8527617,319642,20229,28233,43.98,41.8,18.571,12.849,114.898
1269002,2440,2202.143,25713,18,10.429,109092.638,209.76,189.312,2210.476,1.547,0.897,201,17.279,17169901,8689568,8531901,347697,35529,30493,43.98,41.8,18.571,12.849,114.898
1272669,3667,2354,25726,13,11,109407.88,315.242,202.367,2211.594,1.118,0.946,201,17.279,17213817,8694060,8539489,380333,43916,30794,43.98,41.8,18.571,12.849,114.898
1276221,3552,2504.714,25732,6,9.571,109713.236,305.356,215.323,2212.11,0.516,0.823,193,16.592,17254263,8698709,8543669,412671,40446,29942,43.98,41.8,18.571,12.849,114.898
1279869,3648,2681,25747,15,10.286,110026.844,313.609,230.478,2213.399,1.29,0.884,190,16.334,17287952,8703462,8551985,434319,33689,29052,43.98,41.8,18.571,12.849,114.898
1279869,0,2681,25747,0,10.286,110026.844,0,230.478,2213.399,0,0.884,202,17.365,17309672,8707792,8559508,444855,21720,28103,43.98,41.8,18.571,12.849,114.898
1279869,0,2681,25747,0,10.286,110026.844,0,230.478,2213.399,0,0.884,209,17.967,17310874,8708122,8559659,445590,1202,28104,43.98,41.8,18.571,12.849,114.898
1289033,9164,3210.143,25780,33,12.143,110814.648,787.804,275.967,2216.236,2.837,1.044,232,19.944,17322905,8710920,8562202,452792,12031,26933,43.98,41.8,18.571,12.849,114.898
1292887,3854,3412.143,25797,17,12,111145.966,331.318,293.333,2217.698,1.461,1.032,230,19.772,17346056,8714450,8565231,469985,23151,25165,43.98,41.8,18.571,12.849,114.898
1299439,6552,3824.286,25816,19,12.857,111709.224,563.258,328.763,2219.331,1.633,1.105,240,20.632,17378920,8719716,8570392,493142,32864,23586,43.98,41.8,18.571,12.849,114.898
1305678,6239,4208.143,25835,19,14.714,112245.573,536.35,361.763,2220.964,1.633,1.265,232,19.944,17414389,8724104,8574281,521071,35469,22875,43.98,41.8,18.571,12.849,114.898
1312360,6682,4641.571,25846,11,14.143,112820.007,574.433,399.023,2221.91,0.946,1.216,251,21.578,17445350,8728140,8582279,540728,30961,22485,43.98,41.8,18.571,12.849,114.898
1312360,0,4641.571,25846,0,14.143,112820.007,0,399.023,2221.91,0,1.216,246,21.148,17463685,8732071,8589307,548681,18335,22002,43.98,41.8,18.571,12.849,114.898
1312360,0,4641.571,25846,0,14.143,112820.007,0,399.023,2221.91,0,1.216,256,22.008,17464201,8732318,8589424,548846,516,21904,43.98,41.8,18.571,12.849,114.898
