total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,icu_patients,icu_patients_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,stringency_index,vaccine_me,aged_65_older,aged_70_older,cardiovasc_death_rate
9040640,802,2197.571,128059,7,22.143,198234.335,17.585,48.186,2807.953,0.153,0.486,487,10.678,97100146,40964238,37045133,19397767,24298,74604,42.59,31.9,11.198,7.441,191.032
9041124,484,2149.857,128065,6,22.286,198244.948,10.613,47.14,2808.084,0.132,0.489,487,10.678,97114653,40964928,37047647,19409085,14507,73558,42.59,31.9,11.198,7.441,191.032
9043098,1974,2052.571,128086,21,20.429,198288.232,43.284,45.007,2808.545,0.46,0.448,476,10.437,97190046,40969098,37059434,19468804,75393,69193,42.59,31.9,11.198,7.441,191.032
9045326,2228,1880.571,128106,20,19.429,198337.085,48.853,41.235,2808.983,0.439,0.426,468,10.262,97261893,40973140,37071213,19525116,71847,65940,42.59,31.9,11.198,7.441,191.032
9047408,2082,1754.429,128144,38,21,198382.737,45.652,38.469,2809.817,0.833,0.46,466,10.218,97323670,40977068,37082005,19572374,61777,61589,42.59,31.9,11.198,7.441,191.032
9049250,1842,1619.857,128158,14,19.857,198423.127,40.39,35.519,2810.124,0.307,0.435,428,9.385,97383149,40980549,37091784,19618785,59479,56323,42.59,31.9,11.198,7.441,191.032
9051243,1993,1629.286,128194,36,20.286,198466.827,43.701,35.725,2810.913,0.789,0.445,429,9.407,97449351,40984088,37102044,19671433,66202,53358,42.59,31.9,11.198,7.441,191.032
9052083,840,1634.714,128197,3,19.714,198485.246,18.419,35.844,2810.979,0.066,0.432,429,9.407,97476119,40985514,37106644,19692218,26768,53710,42.59,31.9,11.198,7.441,191.032
9052536,453,1630.286,128198,1,19,198495.179,9.933,35.747,2811.001,0.022,0.417,429,9.407,97487029,40986087,37108795,19700418,10910,53197,42.59,31.9,11.198,7.441,191.032
9054126,1590,1575.429,128233,35,21,198530.043,34.864,34.544,2811.768,0.767,0.46,421,9.231,97550113,40989080,37117668,19751856,63084,51438,42.59,31.9,11.198,7.441,191.032
9056203,2077,1553.857,128268,35,23.143,198575.585,45.542,34.071,2812.536,0.767,0.507,424,9.297,97613878,40992444,37127016,19803117,63765,50284,42.59,31.9,11.198,7.441,191.032
9057923,1720,1502.143,128285,17,20.143,198613.3,37.714,32.938,2812.908,0.373,0.442,412,9.034,97683078,40996201,37137658,19858172,69200,51344,42.59,31.9,11.198,7.441,191.032
9059351,1428,1443,128306,21,21.143,198644.612,31.312,31.641,2813.369,0.46,0.464,412,9.034,97704076,40997067,37140202,19875793,20998,45847,42.59,31.9,11.198,7.441,191.032
9059944,593,1243,128327,21,19,198657.614,13.003,27.255,2813.829,0.46,0.417,412,9.034,97715194,40997542,37141684,19884969,11118,37978,42.59,31.9,11.198,7.441,191.032
9060495,551,1201.714,128344,17,21,198669.696,12.082,26.35,2814.202,0.373,0.46,412,9.034,97735974,40998239,37143941,19902815,20780,37122,42.59,31.9,11.198,7.441,191.032
9060923,428,1198.143,128344,0,20.857,198679.081,9.385,26.272,2814.202,0,0.457,412,9.034,97742271,40998458,37144692,19908147,6297,36463,42.59,31.9,11.198,7.441,191.032
122566,2524,2197.857,1405,16,13.429,4752.791,97.874,85.227,54.482,0.62,0.521,293,11.362,29911860,17408468,12503241,151,330622,267996,71.76,37.9,15.504,10.129,107.791
125081,2515,2223.571,1421,16,14.286,4850.316,97.525,86.224,55.103,0.62,0.554,287,11.129,30242274,17521126,12720856,292,330414,268627,74.54,37.9,15.504,10.129,107.791
127471,2390,2297.571,1432,11,14,4942.994,92.678,89.094,55.529,0.427,0.543,293,11.362,30477912,17593798,12883681,433,235638,272193,74.54,37.9,15.504,10.129,107.791
129567,2096,2308,1448,16,14.571,5024.271,81.277,89.498,56.15,0.62,0.565,296,11.478,30643517,17644750,12998286,481,165605,276117,74.54,37.9,15.504,10.129,107.791
131415,1848,2230.714,1461,13,14.857,5095.932,71.661,86.501,56.654,0.504,0.576,309,11.982,30955777,17742605,13212457,715,312260,294264,74.54,37.9,15.504,10.129,107.791
133444,2029,2231.143,1478,17,14.143,5174.611,78.679,86.518,57.313,0.659,0.548,306,11.866,31292016,17844016,13446945,1055,336239,292319,74.54,37.9,15.504,10.129,107.791
136188,2744,2306.571,1496,18,15.286,5281.017,106.405,89.443,58.011,0.698,0.593,296,11.478,31610475,17936776,13672371,1328,318459,289891,74.54,37.9,15.504,10.129,107.791
138720,2532,2307.714,1507,11,14.571,5379.201,98.184,89.487,58.438,0.427,0.565,311,12.06,31923197,18030376,13891163,1658,312722,287334,74.54,37.9,15.504,10.129,107.791
141031,2311,2278.571,1515,8,13.429,5468.815,89.615,88.357,58.748,0.31,0.521,312,12.099,32222172,18118501,14101561,2110,298975,282843,74.54,37.9,15.504,10.129,107.791
143204,2173,2247.571,1532,17,14.286,5553.079,84.263,87.155,59.407,0.659,0.554,298,11.556,32418073,18170223,14245406,2444,195901,277166,74.54,37.9,15.504,10.129,107.791
145263,2059,2242.286,1543,11,13.571,5632.921,79.843,86.95,59.834,0.427,0.526,297,11.517,32577130,18214049,14360419,2662,159057,276230,74.54,37.9,15.504,10.129,107.791
147301,2038,2269.429,1558,15,13.857,5711.95,79.028,88.003,60.415,0.582,0.537,288,11.168,32854557,18292826,14558572,3159,277427,271254,74.54,37.9,15.504,10.129,107.791
149398,2097,2279.143,1577,19,14.143,5793.266,81.316,88.379,61.152,0.737,0.548,280,10.858,33129907,18373112,14753069,3726,275350,262556,74.54,37.9,15.504,10.129,107.791
151942,2544,2250.571,1590,13,13.429,5891.916,98.65,87.271,61.656,0.504,0.521,276,10.703,33404278,18452962,14946699,4617,274371,256258,74.54,37.9,15.504,10.129,107.791
154489,2547,2252.714,1611,21,14.857,5990.682,98.766,87.354,62.47,0.814,0.576,282,10.935,33681381,18531078,15144905,5398,277103,251169,74.54,37.9,15.504,10.129,107.791
156372,1883,2191.571,1622,11,15.286,6063.7,73.018,84.983,62.897,0.427,0.593,279,10.819,33951546,18603298,15342065,6183,270165,247053,65.28,37.9,15.504,10.129,107.791
158546,2174,2191.714,1637,15,15,6148.002,84.302,84.989,63.479,0.582,0.582,276,10.703,34143402,18652593,15484232,6577,191856,246476,65.28,37.9,15.504,10.129,107.791
160230,1684,2138.143,1648,11,15,6213.303,65.301,82.912,63.905,0.427,0.582,278,10.78,34268948,18692857,15569263,6828,125546,241688,65.28,37.9,15.504,10.129,107.791
162016,1786,2102.143,1653,5,13.571,6282.559,69.256,81.516,64.099,0.194,0.526,265,10.276,34501374,18760049,15733744,7581,232426,235260,63.43,37.9,15.504,10.129,107.791
163866,1850,2066.857,1669,16,13.143,6354.297,71.738,80.147,64.719,0.62,0.51,241,9.345,34725685,18823795,15893583,8307,224311,227968,63.43,37.9,15.504,10.129,107.791
165904,2038,1994.571,1696,27,15.143,6433.326,79.028,77.344,65.766,1.047,0.587,226,8.764,34943366,18883733,16050115,9518,217681,219870,63.43,37.9,15.504,10.129,107.791
167790,1886,1900.143,1708,12,13.857,6506.46,73.134,73.683,66.232,0.465,0.537,216,8.376,35166827,18944029,16212257,10541,223461,212207,63.43,37.9,15.504,10.129,107.791
169379,1589,1858.143,1722,14,14.286,6568.077,61.617,72.054,66.775,0.543,0.554,221,8.57,35373820,18996212,16363567,14041,206993,203182,63.43,37.9,15.504,10.129,107.791
170564,1185,1716.857,1735,13,14,6614.028,45.951,66.575,67.279,0.504,0.543,211,8.182,35515862,19029312,16469355,17195,142042,196066,63.43,37.9,15.504,10.129,107.791
172030,1466,1685.714,1743,8,13.571,6670.876,56.848,65.368,67.589,0.31,0.526,216,8.376,35603091,19052562,16529442,21087,87229,190592,63.43,37.9,15.504,10.129,107.791
173165,1135,1592.714,1756,13,14.714,6714.888,44.012,61.761,68.093,0.504,0.571,203,7.872,35825241,19100734,16678894,45613,222150,189124,60.65,37.9,15.504,10.129,107.791
174276,1111,1487.143,1768,12,14.143,6757.97,43.082,57.668,68.558,0.465,0.548,187,7.251,35989833,19138869,16777488,73476,164592,180593,60.65,37.9,15.504,10.129,107.791
175813,1537,1415.571,1781,13,12.143,6817.571,59.601,54.892,69.063,0.504,0.471,180,6.98,36184662,19177383,16907279,100000,194829,177328,60.65,37.9,15.504,10.129,107.791
177393,1580,1371.857,1795,14,12.429,6878.839,61.268,53.197,69.605,0.543,0.482,171,6.631,36379077,19218733,17033089,127255,194415,173179,60.65,37.9,15.504,10.129,107.791
178927,1534,1364,1805,10,11.857,6938.324,59.485,52.892,69.993,0.388,0.46,162,6.282,36576108,19261941,17164167,150000,197031,171755,60.65,37.9,15.504,10.129,107.791
180314,1387,1392.857,1815,10,11.429,6992.108,53.784,54.011,70.381,0.388,0.443,149,5.778,36697075,19286079,17237996,173000,120967,168745,60.65,37.9,15.504,10.129,107.791
181578,1264,1364,1827,12,12,7041.123,49.015,52.892,70.846,0.465,0.465,140,5.429,36763501,19303290,17283428,176783,66426,165773,60.65,37.9,15.504,10.129,107.791
182870,1292,1386.429,1841,14,12.143,7091.223,50.1,53.762,71.389,0.543,0.471,133,5.157,36918760,19338366,17389176,191218,155259,156217,60.65,37.9,15.504,10.129,107.791
184071,1201,1399.286,1858,17,12.857,7137.795,46.572,54.261,72.048,0.659,0.499,125,4.847,37068049,19373942,17487181,206926,149289,154031,60.65,37.9,15.504,10.129,107.791
185627,1556,1402,1862,4,11.571,7198.132,60.338,54.366,72.204,0.155,0.449,119,4.615,37222034,19417387,17582957,221690,153985,148196,60.65,37.9,15.504,10.129,107.791
187041,1414,1378.286,1873,11,11.143,7252.964,54.831,53.446,72.63,0.427,0.432,116,4.498,37383955,19466357,17680831,236767,161921,143554,60.65,37.9,15.504,10.129,107.791
188493,1452,1366.571,1877,4,10.286,7309.268,56.305,52.992,72.785,0.155,0.399,172,6.67,37544059,19514381,17778385,251293,160104,138279,60.65,37.9,15.504,10.129,107.791
189608,1115,1327.714,1882,5,9.571,7352.505,43.237,51.485,72.979,0.194,0.371,179,6.941,37634423,19541933,17835028,257462,90364,133907,60.65,37.9,15.504,10.129,107.791
190603,995,1289.286,1888,6,8.714,7391.089,38.584,49.995,73.212,0.233,0.338,181,7.019,37695740,19563025,17872077,260638,61317,133177,60.65,37.9,15.504,10.129,107.791
191617,1014,1249.571,1898,10,8.143,7430.409,39.32,48.455,73.6,0.388,0.316,166,6.437,37835866,19605792,17958614,271460,140126,131015,72.69,37.9,15.504,10.129,107.791
192845,1228,1253.429,1907,9,7,7478.028,47.619,48.605,73.949,0.349,0.271,157,6.088,37972232,19646353,18041042,284837,136366,129169,72.69,37.9,15.504,10.129,107.791
194112,1267,1212.143,1922,15,8.571,7527.159,49.131,47.004,74.53,0.582,0.332,158,6.127,38100630,19684790,18116999,298841,128398,125514,72.69,37.9,15.504,10.129,107.791
195617,1505,1225.143,1933,11,8.571,7585.519,58.36,47.508,74.957,0.427,0.332,144,5.584,38228443,19723676,18192428,312339,127813,120641,72.69,37.9,15.504,10.129,107.791
196977,1360,1212,1938,5,8.714,7638.256,52.737,46.998,75.151,0.194,0.338,143,5.545,38348764,19758303,18266176,324285,120321,114958,72.69,37.9,15.504,10.129,107.791
198442,1465,1262,1944,6,8.857,7695.065,56.809,48.937,75.383,0.233,0.343,146,5.662,38420798,19779653,18309411,331734,72034,112339,72.69,37.9,15.504,10.129,107.791
199649,1207,1292.286,1948,4,8.571,7741.869,46.804,50.111,75.538,0.155,0.332,130,5.041,38444149,19787505,18323181,333463,23351,106916,72.69,37.9,15.504,10.129,107.791
200651,1002,1290.571,1968,20,10,7780.724,38.855,50.045,76.314,0.776,0.388,134,5.196,38586639,19829190,18410862,346587,142490,107253,72.69,37.9,15.504,10.129,107.791
202115,1464,1324.286,1973,5,9.429,7837.494,56.77,51.352,76.508,0.194,0.366,143,5.545,38695296,19861082,18472524,361690,108657,103295,72.69,37.9,15.504,10.129,107.791
203642,1527,1361.429,1978,5,8,7896.707,59.213,52.793,76.702,0.194,0.31,130,5.041,38801068,19892336,18533097,375635,105772,100063,72.69,37.9,15.504,10.129,107.791
205269,1627,1378.857,1985,7,7.429,7959.798,63.091,53.468,76.973,0.271,0.288,130,5.041,38906974,19922295,18594054,390625,105906,96933,72.69,37.9,15.504,10.129,107.791
206749,1480,1396,1990,5,7.429,8017.189,57.391,54.133,77.167,0.194,0.288,121,4.692,39011295,19950573,18655024,405698,104321,94647,72.69,37.9,15.504,10.129,107.791
207984,1235,1363.143,1994,4,7.143,8065.079,47.89,52.859,77.322,0.155,0.277,126,4.886,39062854,19965449,18685541,411864,51559,91722,72.69,37.9,15.504,10.129,107.791
209139,1155,1355.714,1997,3,7,8109.867,44.788,52.571,77.438,0.116,0.271,126,4.886,39095588,19975729,18704697,415162,32734,93063,72.69,37.9,15.504,10.129,107.791
210238,1099,1369.571,2006,9,5.429,8152.483,42.616,53.108,77.787,0.349,0.211,124,4.808,39190803,20001144,18759075,430584,95215,86309,72.69,37.9,15.504,10.129,107.791
211655,1417,1362.857,2011,5,5.429,8207.431,54.948,52.848,77.981,0.194,0.211,119,4.615,39282954,20025197,18808812,448945,92151,83951,72.69,37.9,15.504,10.129,107.791
213357,1702,1387.857,2021,10,6.143,8273.43,65.999,53.817,78.369,0.388,0.238,118,4.576,39375629,20047381,18858248,470000,92675,82080,72.69,37.9,15.504,10.129,107.791
214879,1522,1372.857,2033,12,6.857,8332.449,59.019,53.236,78.834,0.465,0.266,115,4.459,39474565,20068712,18910601,495252,98936,81084,72.69,37.9,15.504,10.129,107.791
216587,1708,1405.429,2042,9,7.429,8398.681,66.232,54.499,79.183,0.349,0.288,116,4.498,39572839,20088965,18962130,521744,98274,80221,72.69,37.9,15.504,10.129,107.791
217836,1249,1407.429,2050,8,8,8447.114,48.433,54.576,79.494,0.31,0.31,112,4.343,39621796,20099492,18990458,531846,48957,79849,72.69,37.9,15.504,10.129,107.791
219121,1285,1426,2056,6,8.429,8496.943,49.829,55.297,79.726,0.233,0.327,118,4.576,39652404,20106757,19008755,536892,30608,79545,72.69,37.9,15.504,10.129,107.791
220555,1434,1473.857,2065,9,8.429,8552.549,55.607,57.152,80.075,0.349,0.327,133,5.157,39739219,20124711,19055462,559046,86815,78345,72.69,37.9,15.504,10.129,107.791
222260,1705,1515,2072,7,8.714,8618.665,66.115,58.748,80.347,0.271,0.338,125,4.847,39827552,20142711,19101361,583480,88333,77800,65.28,37.9,15.504,10.129,107.791
223914,1654,1508.143,2082,10,8.714,8682.803,64.138,58.482,80.735,0.388,0.338,123,4.77,39922685,20161524,19149409,611752,95133,78151,65.28,37.9,15.504,10.129,107.791
225625,1711,1535.143,2084,2,7.286,8749.151,66.348,59.529,80.812,0.078,0.283,130,5.041,40019239,20180465,19196983,641791,96554,77811,65.28,37.9,15.504,10.129,107.791
227382,1757,1542.143,2100,16,8.286,8817.283,68.132,59.8,81.433,0.62,0.321,139,5.39,40105497,20196129,19238301,671067,86258,76094,65.28,37.9,15.504,10.129,107.791
228925,1543,1584.143,2104,4,7.714,8877.116,59.834,61.429,81.588,0.155,0.299,140,5.429,40154757,20205275,19262415,687067,49260,76137,65.28,37.9,15.504,10.129,107.791
230768,1843,1663.857,2106,2,7.143,8948.583,71.467,64.52,81.665,0.078,0.277,142,5.506,40177641,20208813,19271471,697357,22884,75034,65.28,37.9,15.504,10.129,107.791
232738,1970,1740.429,2113,7,6.857,9024.974,76.391,67.489,81.937,0.271,0.266,141,5.468,40331164,20230376,19329106,771682,153523,84564,65.28,37.9,15.504,10.129,107.791
235547,2809,1898.143,2117,4,6.429,9133.9,108.926,73.605,82.092,0.155,0.249,153,5.933,40492691,20249293,19375276,868122,161527,95020,50.46,37.9,15.504,10.129,107.791
238970,3423,2150.857,2126,9,6.286,9266.635,132.735,83.405,82.441,0.349,0.244,149,5.778,40675738,20268871,19421269,985598,183047,107579,40.28,37.9,15.504,10.129,107.791
242772,3802,2449.571,2134,8,7.143,9414.067,147.432,94.988,82.751,0.31,0.277,142,5.506,40874143,20289049,19468074,1117020,198405,122129,40.28,37.9,15.504,10.129,107.791
246789,4017,2772.429,2142,8,6,9569.836,155.769,107.508,83.061,0.31,0.233,148,5.739,41082774,20309711,19515162,1257901,208631,139611,56.94,37.9,15.504,10.129,107.791
250651,3862,3103.714,2146,4,6,9719.594,149.758,120.354,83.216,0.155,0.233,146,5.662,41187932,20320601,19538547,1328784,105158,147596,55.56,37.9,15.504,10.129,107.791
254682,4031,3416.286,2146,0,5.714,9875.906,156.312,132.475,83.216,0,0.222,151,5.855,41251388,20328607,19553057,1369724,63456,153392,55.56,37.9,15.504,10.129,107.791
259174,4492,3776.571,2154,8,5.857,10050.094,174.188,146.446,83.527,0.31,0.227,156,6.049,41445662,20346169,19587839,1511654,194274,159214,55.56,37.9,15.504,10.129,107.791
264705,5531,4165.429,2162,8,6.429,10264.572,214.478,161.524,83.837,0.31,0.249,156,6.049,41652458,20363806,19620308,1668344,206796,165681,55.56,37.9,15.504,10.129,107.791
273062,8357,4870.286,2173,11,6.714,10588.634,324.063,188.857,84.263,0.427,0.26,161,6.243,41867748,20380970,19651146,1835632,215290,170287,56.94,37.9,15.504,10.129,107.791
281280,8218,5501.143,2182,9,6.857,10907.307,318.673,213.32,84.612,0.349,0.266,172,6.67,42060100,20397079,19678606,1984415,192352,169422,56.94,37.9,15.504,10.129,107.791
322275,11797,9014.429,2202,6,6.857,12496.987,457.457,349.556,85.388,0.233,0.266,190,7.368,42235002,20413876,19704056,2117070,31042,112763,56.94,37.9,15.504,10.129,107.791
339953,17678,10749.714,2210,8,6.857,13182.493,685.507,416.846,85.698,0.31,0.266,171,6.631,42272089,20417817,19709450,2144822,37087,88519,56.94,37.9,15.504,10.129,107.791
361322,21369,12608.571,2224,14,7.286,14011.128,828.634,488.928,86.241,0.543,0.283,167,6.476,42420659,20430343,19733014,2257302,148570,78987,56.94,37.9,15.504,10.129,107.791
395133,33811,16264.714,2239,15,8.143,15322.23,1311.103,630.703,86.823,0.582,0.316,171,6.631,42580539,20444346,19755837,2380356,159880,74348,40.28,37.9,15.504,10.129,107.791
537308,44745,30719,2270,4,9.714,20835.407,1735.095,1191.203,88.025,0.155,0.377,237,9.19,42812691,20463839,19782523,2566329,44421,82527,40.28,37.9,15.504,10.129,107.791
608803,71495,38407.143,2290,20,11.429,23607.797,2772.39,1489.329,88.8,0.776,0.443,248,9.617,43024593,20475452,19806589,2742552,211902,107501,40.28,37.9,15.504,10.129,107.791
684229,75426,46129.571,2302,12,11.143,26532.621,2924.824,1788.785,89.266,0.465,0.432,258,10.005,43286155,20488662,19832376,2965117,261562,123642,40.28,37.9,15.504,10.129,107.791
762458,78229,52475,2321,19,11.714,29566.139,3033.517,2034.844,90.002,0.737,0.454,275,10.664,43558448,20503096,19857649,3197703,272293,139701,45.83,37.9,15.504,10.129,107.791
860550,98092,62150.571,2337,16,12,33369.891,3803.753,2410.038,90.623,0.62,0.465,293,11.362,43823668,20516623,19882365,3424680,265220,168650,45.83,37.9,15.504,10.129,107.791
972457,111907,72786,2366,29,15.571,37709.354,4339.462,2822.452,91.747,1.125,0.604,300,11.633,43987111,20524868,19896355,3565888,163443,183060,45.83,37.9,15.504,10.129,107.791
1045291,72834,78961.143,2387,21,17.286,40533.667,2824.313,3061.908,92.562,0.814,0.67,325,12.603,44086608,20529932,19904821,3651855,99497,188334,45.83,37.9,15.504,10.129,107.791
1139097,93806,85969.857,2415,28,20.714,44171.22,3637.553,3333.688,93.647,1.086,0.803,342,13.262,44374463,20578901,19928352,3867210,287855,223110,45.83,37.9,15.504,10.129,107.791
1223505,84408,87814.571,2465,50,25,47444.343,3273.123,3405.221,95.586,1.939,0.969,349,13.533,44700720,20644440,19946441,4109839,326257,239447,40.28,37.9,15.504,10.129,107.791
1398776,175271,102078.143,2522,57,31.429,54240.896,6796.554,3958.325,97.797,2.21,1.219,349,13.533,45045755,20714403,19967401,4363951,345035,251371,40.28,37.9,15.504,10.129,107.791
1526961,128185,109214.714,2572,50,35.857,59211.577,4970.681,4235.063,99.735,1.939,1.39,361,13.999,45391353,20784959,19987928,4618466,345598,261844,45.83,37.9,15.504,10.129,107.791
1613249,86288,107528.429,2621,49,40.571,62557.601,3346.024,4169.673,101.636,1.9,1.573,384,14.891,45729166,20857930,20006998,4864238,337813,272214,45.83,37.9,15.504,10.129,107.791
1726116,112867,107665.571,2673,52,43.857,66934.29,4376.689,4174.991,103.652,2.016,1.701,392,15.201,45919637,20905692,20015852,4998093,190471,276075,45.83,37.9,15.504,10.129,107.791
1786007,59891,105816.571,2692,19,43.571,69256.707,2322.417,4103.291,104.389,0.737,1.69,411,15.938,46034466,20938457,20020735,5075274,114829,278265,45.83,37.9,15.504,10.129,107.791
1870362,84355,104466.429,2773,81,51.143,72527.775,3271.068,4050.936,107.53,3.141,1.983,419,16.248,46361913,21009044,20036097,5316772,327447,283921,63.43,37.9,15.504,10.129,107.791
1954977,84615,104496,2843,70,54,75808.925,3281.15,4052.083,110.244,2.714,2.094,424,16.442,46682438,21078643,20050685,5553110,320525,283103,63.43,37.9,15.504,10.129,107.791
2022581,67604,89115,2890,47,52.571,78430.432,2621.507,3455.648,112.067,1.823,2.039,417,16.17,47013624,21148938,20066316,5798370,331186,281124,63.43,37.9,15.504,10.129,107.791
2086522,63941,79937.286,2978,88,58,80909.898,2479.466,3099.76,115.479,3.412,2.249,424,16.442,47364850,21218556,20083160,6063134,351226,281928,63.43,37.9,15.504,10.129,107.791
2129688,43166,73777,3043,65,60.286,82583.763,1673.865,2860.88,118,2.521,2.338,417,16.17,47698880,21284622,20098787,6315471,334030,281388,63.43,37.9,15.504,10.129,107.791
2196870,67182,67250.571,3121,78,64,85188.906,2605.143,2607.802,121.024,3.025,2.482,384,14.891,47889638,21324245,20106005,6459388,190758,281429,66.2,37.9,15.504,10.129,107.791
2229104,32234,63299.571,3148,27,65.143,86438.857,1249.951,2454.593,122.071,1.047,2.526,394,15.278,48010195,21352957,20110855,6546383,120557,282247,66.2,37.9,15.504,10.129,107.791
2287126,58022,59537.714,3230,82,65.286,88688.799,2249.942,2308.718,125.251,3.18,2.532,395,15.317,48330551,21414046,20123268,6793237,320356,281234,66.2,37.9,15.504,10.129,107.791
2340046,52920,55009.857,3299,69,65.143,90740.899,2052.1,2133.139,127.927,2.676,2.526,372,14.425,48651936,21472820,20137891,7041225,321385,281357,66.2,37.9,15.504,10.129,107.791
2391062,51016,52640.143,3390,91,71.429,92719.167,1978.268,2041.248,131.455,3.529,2.77,382,14.813,48734111,21490441,20142694,7100976,82175,245784,66.2,37.9,15.504,10.129,107.791
2457285,66223,52966.143,3477,87,71.286,95287.123,2567.956,2053.889,134.829,3.374,2.764,391,15.162,49037474,21543461,20160170,7333843,303363,238946,66.2,37.9,15.504,10.129,107.791
2523265,65980,56225.286,3632,155,84.143,97845.656,2558.533,2180.27,140.84,6.01,3.263,394,15.278,49343894,21596983,20178059,7568852,306420,235002,66.2,37.9,15.504,10.129,107.791
2570523,47258,53379,3718,86,85.286,99678.198,1832.542,2069.899,144.174,3.335,3.307,367,14.231,49516636,21629171,20188421,7699044,172742,232428,66.2,37.9,15.504,10.129,107.791
2607242,36719,54019.714,3760,42,87.429,101102.065,1423.867,2094.744,145.803,1.629,3.39,371,14.386,49607239,21647934,20194741,7764564,90603,228149,55.56,37.9,15.504,10.129,107.791
2620532,40146,43906,3905,70,86.571,101617.417,1556.757,1702.561,151.426,2.714,3.357,348,13.495,50132340,21712260,20228401,8191679,266050,211486,55.56,37.9,15.504,10.129,107.791
2644760,24228,40079.143,3987,82,85.286,102556.916,939.499,1554.165,154.605,3.18,3.307,341,13.223,50400541,21738444,20243421,8418676,268201,238061,55.56,37.9,15.504,10.129,107.791
2676939,32179,35215.714,4073,86,85.143,103804.734,1247.818,1365.574,157.94,3.335,3.302,313,12.137,50653287,21763718,20258283,8631286,252746,230830,55.56,37.9,15.504,10.129,107.791
2704275,27336,29695.143,4154,81,74.571,104864.753,1060.019,1151.5,161.081,3.141,2.892,302,11.711,50900072,21787774,20273781,8838517,246785,222311,55.56,37.9,15.504,10.129,107.791
2727260,22985,26227.571,4200,46,68.857,105756.051,891.299,1017.037,162.865,1.784,2.67,284,11.013,51027861,21803823,20282518,8941520,127789,215889,55.56,37.9,15.504,10.129,107.791
2752507,25247,24588.714,4248,48,69.714,106735.064,979.013,953.486,164.726,1.861,2.703,292,11.323,51098236,21813079,20287496,8997661,70375,213000,55.56,37.9,15.504,10.129,107.791
2779880,27373,28499.143,4302,54,66.714,107796.518,1061.454,1105.123,166.82,2.094,2.587,271,10.509,51313905,21831166,20300210,9182529,215669,206802,55.56,37.9,15.504,10.129,107.791
2811390,31510,27265.429,4373,71,66.857,109018.394,1221.876,1057.282,169.574,2.753,2.593,274,10.625,51533463,21849002,20313139,9371322,219558,200160,55.56,37.9,15.504,10.129,107.791
2822873,11483,25444.714,4422,49,62.143,109463.675,445.281,986.68,171.474,1.9,2.41,267,10.354,51747277,21865954,20326872,9554451,213814,192391,55.56,37.9,15.504,10.129,107.791
2854123,31250,25312,4479,57,58,110675.469,1211.794,981.534,173.684,2.21,2.249,258,10.005,51948284,21880794,20339977,9727513,201007,185000,55.56,37.9,15.504,10.129,107.791
2876687,22564,24630.286,4543,64,55.571,111550.442,874.973,955.098,176.166,2.482,2.155,257,9.966,52150693,21895835,20353147,9901711,202409,178660,55.56,37.9,15.504,10.129,107.791
2902294,25607,25004.857,4593,50,56.143,112543.415,992.973,969.623,178.105,1.939,2.177,223,8.647,52258992,21906946,20360127,9991919,108299,175876,55.56,37.9,15.504,10.129,107.791
2914583,12289,23153.714,4604,11,50.857,113019.95,476.535,897.841,178.531,0.427,1.972,231,8.958,52308370,21911397,20363428,10033545,49378,172876,51.39,37.9,15.504,10.129,107.791
2945496,30913,23659.429,4664,60,51.714,114218.676,1198.726,917.451,180.858,2.327,2.005,222,8.609,52474947,21922677,20374213,10178057,166577,165863,51.39,37.9,15.504,10.129,107.791
2969890,24394,22642.857,4726,62,50.429,115164.612,945.936,878.031,183.262,2.404,1.955,223,8.647,52635184,21933086,20384601,10317497,160237,157389,51.39,37.9,15.504,10.129,107.791
2990045,22729,19785.143,4833,36,50.571,115946.17,881.372,767.216,187.411,1.396,1.961,208,8.066,52941505,21954313,20403693,10583499,150249,141889,51.39,37.9,15.504,10.129,107.791
3013262,23217,19878.429,4878,45,47.857,116846.465,900.295,770.834,189.156,1.745,1.856,190,7.368,53096563,21967182,20414450,10714931,155058,135124,51.39,37.9,15.504,10.129,107.791
3030638,17376,18702.571,4912,34,45.571,117520.261,673.796,725.237,190.475,1.318,1.767,184,7.135,53183572,21976357,20420498,10786717,87009,132083,51.39,37.9,15.504,10.129,107.791
3048857,18219,19549.714,4929,17,46.429,118226.747,706.485,758.087,191.134,0.659,1.8,179,6.941,53224792,21980295,20423361,10821136,41220,130917,51.39,37.9,15.504,10.129,107.791
3074020,25163,18728.286,4966,37,43.143,119202.502,975.756,726.234,192.569,1.435,1.673,171,6.631,53365398,21992267,20433044,10940087,140606,127207,45.83,37.9,15.504,10.129,107.791
3099249,25229,18847.571,5025,59,42.714,120180.817,978.315,730.86,194.856,2.288,1.656,172,6.67,53497461,22004154,20441976,11051331,132063,123182,45.83,37.9,15.504,10.129,107.791
3124101,24852,22397.857,5062,37,37.857,121144.513,963.696,868.531,196.291,1.435,1.468,157,6.088,53621446,22015487,20450588,11155371,123985,118599,45.83,37.9,15.504,10.129,107.791
